DeveloperName,RERA_Number,ProjectName,ConstructionStatus,PropertyType,Location,PossessionDate,IsGatedCommunity,TotalUnits,AreaSizeAcres,Configurations,MinSizeSqft,MaxSizeSqft,PricePerSqft,PricePerSqftOTP,Longitude/Latitude,ProjectDocumentsLink,Source,BuilderContactInfo,ListingType,LoanApprovedBanks,NearbyLocations,RemarksComments,Amenities,FAQ,Commission,CPOnboardStatus,CPOnboardStatusComments,POCNumber,AvailabilityWithSS,No.of parkings for respective configurations,Open Space (x%),Grand Entrance lobby for each block (Yes/No),"Faces (East, West, North)",Smart home features (Yes/No),Gas connection type (Central/Individual),Construction material (Concrete/Brick type),Ground Vehicle Movement (Yes/No/Partial)
SV Constructions And Developers,P02200003301,SV Heights,UC,Apartment,"Nagole, East Hyderabad, Hyderabad",12/1/2026,TRUE,90,0.92,3BHK,989,1278,5470,,"17.382720, 78.566805",https://drive.google.com/file/d/1kOomdq_M_8K7nqMEYOEsG_onRlJlpLnx/view?usp=drive_link,Housing,,,,,,"Amenities:-
• Children's Play Area
• Car Parking
• 24X7 Water Supply
• Lift(s)
• Rain Water Harvesting
• Water Conservation, Rain water Harvesting
• 24x7 CCTV Surveillance
• Power Backup
• Sewage Treatment Plant
• Fire Fighting System
• Intercom","Q: Is this a purely residential area?
A: Yes

Q: Is the project having a registered RERA number?
A: The project is registered on RERA and RERA ID for the project is P02200003301.",,,,,,,,,,,,,
Sikhara Lissy Avenue,P01100003857,Sikhara Lissy Avenue,RTM,Apartment,"Ameenpur, Hyderabad",7/1/2027,TRUE,15,0.16,"2BHK , 3BHK",1100,1500,5400,,"17.528691, 78.328048",,"Square Yards , Housing",,,,,,"Amenities;-
• 24X7 Water Supply
• Water Conservation, Rain water Harvesting
• Electrical meter Room","Q: How much has the price appreciation has the project seen over the years since it's launch?
A: Project price has appreciated by 1.19% in last 1 year

Q: Does the project have RERA registration and number?
A: The project is registered on RERA and RERA ID for the project is P01100003857.",,,,,,,,,,,,,
Sikhara Projects and Estates Llp,P01100003778,Sikhara Pride,RTM,Apartment,"Survey No. 161, Plot No. Of Site 23,24 Part, 40 Part And 41, At Ameenpur, North Hyderabad, Hyderabad",7/1/2027,TRUE,20,0.17,2BHK,1185,,9500,,"17.530687, 78.347706",https://drive.google.com/file/d/1WvMmISrh4AZDQQocz1pxBlXyLItu51k4/view?usp=drive_link,"Housing , Square Yards",,,,,,"Amenities:-
• Children's Play Area
• Recreation Facilities
• Solid Waste Management And Disposal
• Lift(s)
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• 24x7 CCTV Surveillance
• Electrification(Transformer, Solar Energy etc)
• Closed Car Parking
• Car Parking
• 24X7 Water Supply","Q: Does the project have RERA registration and number?
A: The project is registered on RERA and RERA ID for the project is P01100003778.

Q: Is there generator backup?
A: Yes",,,,,,,,,,,,,
Sai Neeraj Constructions Ind Pvt Ltd,P02200002816,Sai Prakruthi Sai Vidya,UC,Apartment,"564,19/A Part, Alwal, Secunderabad",1/1/2027,FALSE,10,0.1,3BHK,1380,1580,5730,,"17.521722, 78.490847",,Housing,,,,,,"Amenities:-
• Community Buildings
• 24X7 Water Supply
• Recreation Facilities
• Fire Sprinklers
• Lift(s)
• Water Conservation, Rain water Harvesting
• Electrical meter Room","Q] What is the starting price of Sai Prakruthi Sai Vidya?
A] The price of Sai Prakruthi Sai Vidya starts from Rs. 80.22 L.",,,,,,,,,,,,,
Srinija Homes Vistara,P02200003101,Srinija Vistara,New,Apartment,"4-165/7, Alwal, Hyderabad",6/1/2026,FALSE,10,0.32,3BHK,2763,,,,"17.508626, 78.500888",,Housing,,,,,,"Amenities:-
• Closed Car Parking
• Car Parking
• 24X7 Water Supply
• Street Lighting
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment Plant","Q: What are the minimum to maximum rental rates in the area?
A: Locality price has appreciated by 0.54% in last 1 year

Q: Is the project having a registered RERA number?
A: The project is registered on RERA and RERA ID for the project is P02200003101.",,,,,,,,,,,,,
Srija Crystal,P02200004688,Srija Crystal,RTM,Apartment,"Nagole, East Hyderabad, Hyderabad",2/1/2025,FALSE,10,0.08,2BHK,1205,,8000,,"17.374745, 78.563677",,"Square Yards , Housing",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Water Conservation, Rain water Harvesting
• Sewage Treatment Plant","Q: How much has the price appreciation has the project seen over the years since it's launch?
A: Project price has appreciated by 0.32% in last 1 year

Q: Is parking available?
A: Yes, Parking facility is provided in Srija Crystal",,,,,,,,,,,,,
Nanda Infra,P02400004206,Nanda Blossom,New,Apartment,"Kothapet, East Hyderabad, Hyderabad",2/1/2025,FALSE,10,0.12,"2BHK , 3BHK",1362,1794,,,"17.363800, 78.553475",,Housing,,,,,,"Amenities:-
• Closed Car Parking
• Water Conservation","Q: How much has the price appreciation has the project seen over the years since it's launch?
A: Project price has appreciated by 1.06% in last 1 year

Q: Is there parking facility for the residents of the building?
A: Yes, Parking facility is provided in Nanda Blossom",,,,,,,,,,,,,
SVM Infra,P02200004360,SVM Sri Khamalini Residency,RTM,Apartment,"Survey No. 446, Plot No. Of Site C45 Part C46 And C47, At BowramPet Colony, Bachupally, North Hyderabad, Hyderabad",2/1/2025,TRUE,15,0.13,2BHK,701,850,5011,,"17.545232, 78.391662",,"Housing , Square Yards",,,,,,"Amenities:-
• 24X7 Water Supply
• Street Lighting
• Solid Waste Management And Disposal
• Gated Community
• Storm Water Drains
• Open Parking
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• 24x7 Security
• Electrical meter Room
• Sewage Treatment Plant
• Electrification(Transformer, Solar Energy etc)","Q: How much has the project appreciated over the years?
A: Project price has appreciated by 1.82% in last 1 year

Q: Is this a purely residential area?
A: Yes",,,,,,,,,,,,,
Swarna Constructions,P02400003248,Swarna Diamond Vista,RTM,Apartment,"Kondapur, West Hyderabad, Hyderabad",1/1/2026,FALSE,10,0.13,3BHK,1620,1710,4500,,"17.480605, 78.341068",,"Housing , Square Yards",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Fire Sprinklers
• Energy management
• Electrical meter Room","Q: Is it a residential development alone?
A: Yes, this is purely a residential project

Q: Is the project having a registered RERA number?
A: The project is registered on RERA and RERA ID for the project is P02400003248.",,,,,,,,,,,,,
Nice Constructions,P02200005255,Nice Constructions,UC,Apartment,"Plot No 26 And 27, At Ammu Guda, Malkajgiri, Secunderabad",2/1/2026,FALSE,14,0.11,"2BHK , 3BHK",892,1433,4340,,"17.494857, 78.540530",,"Housing , Square Yards",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Open Parking
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment Plant
• Electrification(Transformer, Solar Energy etc)","Q: Is it a residential development alone?
A: Yes, this is purely a residential project

Q: Is there parking facility for the residents of the building?
A: Yes, Parking facility is provided in Nice Dharmam Nivas",,,,,,,,,,,,,
Nice Constructions,P02200004983,Nice Crest,RTM,Apartment,"Malkajgiri, Secunderabad",2/1/2025,FALSE,10,0.11,3BHK,1179,,8066,,"17.494703, 78.540858",,"Housing , Square Yards",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Open Car Parking
• Fire Sprinklers
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Power Backup
• Sewage Treatment Plant","Q: By what percentage have the rates appreciated in the locality over the years?
A: Prices in Malkajgiri has increased by % in last 1 year

Q: Does the project have a backup generator?
A: Yes",,,,,,,,,,,,,
Sree Dharani Builders and Developers,P02400004278,Sree Dharani Heights,UC,Apartment,"Abdullapurmet, Pedda Amberpet, East Hyderabad, Hyderabad",10/1/2026,FALSE,69,0.86,"2BHK , 3BHK",1175,1585,,,"17.319841, 78.620561",,"Square Yards , Housing",,,,,,"Amenities:-
• Closed Car Parking
• Water Conservation, Rain water","Q: Does the project have RERA registration and number?
A: The project is registered on RERA and RERA ID for the project is P02400004278.

Q: Is parking available?
A: Yes",,,,,,,,,,,,,
Nestcon Shelters Pvt Ltd,P02200004942,Nestcon Jade,UC,Apartment,"MES Colony, Alwal, Secunderabad",4/1/2025,FALSE,10,0.1,3BHK,1435,,5700,,"17.499254, 78.506376",,Housing,,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Sub-Station
• Receiving Station
• Landscaping & Tree Planting
• 24x7 CCTV Surveillance
• Electrical meter Room
• Power Backup
• Sewage Treatment Plant
• Intercom","Q: Does the project have a backup generator?
A: Yes

Q: What is the carpet area for all configs in this project?
A: Carpet area of 3 BHK flat starts from 1434.94 sqft.",,,,,,,,,,,,,
Tirumala Constructions,P02400004315,Tirumala Padma Anjaneya,UC,Apartment,"Saroor Nagar, South Hyderabad, Hyderabad Price on Request Contact Developer",2/1/2027,FALSE,10,15,3BHK,1950,,4500,,"17.359617, 78.534343",,"Housing , Square Yards",,,,,,"Amenities:-
• Closed Car Parking
• Water Conservation,","Q] Where is Tirumala Padma Anjaneya located?
A] The Tirumala Padma Anjaneya is located in Saroornagar.",,,,,,,,,,,,,
Synergy Pride Home,P02400003539,Synergy Pride Home,UC,Commercial,"Manikonda, Hyderabad",8/1/2026,FALSE,10,0.58,,5226,,,,"17.416167, 78.367109",,"Square Yards , Housing",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Open Car Parking
• Fire Sprinklers
• Energy management
• Electrical meter Room
• Sewage Treatment Plant","Q: What are the rental rates in the area?
A: Locality price has appreciated by 10.55% in last 1 year

Q: Does the project have RERA registration and number?
A: The project is registered on RERA and RERA ID for the project is P02400003539.",,,,,,,,,,,,,
Sri Raghavendra Constructions,P02200003889,Sri Raghavendra Nivas,RTM,Apartment,"Muthyam Reddy Nagar, Dammaiguda, Secunderabad",4/1/2027,FALSE,10,0.11,"2BHK , 3BHK",1000,1178,5500,,"17.501777, 78.603907",,"Housing , Square Yards",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Sub-Station
• Receiving Station
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Energy management
• Electrical meter Room
• Sewage Treatment Plant","Q:What is the rera registration number of the project?
A:The project is registered on RERA and RERA ID for the project is P02200003889.

Q:Is there parking facility for the residents of the building?
A:Yes",,,,,,,,,,,,,
Devansh Group,P02500000228,Dev Signature36,RTM,Commercial,"Jubilee Hills, Hyderabad",5/1/2020,TRUE,,0.29,,4590,5894,,,"17.432760, 78.407526",https://drive.google.com/file/d/1PMqexSkH5NXrI7F85iRY0MEic89ei1ME/view?usp=drive_link,"Housing , Square Yards",,,,,,"Amenities:-
• Vastu Compliant
• Vaastu Compliant
• Fire Sprinklers
• Grade A Building
• Lift(s)
• Terrace Garden
• Water Conservation, Rain water Harvesting
• Restaurant
• 24X7 Water Supply
• Car Parking
• Closed Car Parking
• Meter Room
• CCTV
• Energy management
• 24x7 Security
• Power Backup
• DG Availability","Q:How much has the price appreciation has the project seen over the years since it's launch?
A:Project price has appreciated by 0.9% in last 1 year

Q:Is parking available?
A:Yes, Parking facility is provided in Dev Signature36",,,,,,,,,,,,,
Land India Developers,P02400002576,LandIndia The Brigade,RTM,Apartment,"Gandamguda, West Hyderabad, Hyderabad",12/1/2024,FALSE,15,0.15,2BHK,1006,,,,"17.371322, 78.376049",,"Square Yards , Housing",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Open Parking
• Water Conservation, Rain water Harvesting
• Sewage Treatment","Q:Does the project have RERA registration and number?
A:The project is registered on RERA and RERA ID for the project is P02400002576.

Q:Is parking available?
A:Yes",,,,,,,,,,,,,
Pardha Picasa,P02400000276,Pardha Picasa,RTM,Commercial,"Hi Tech City, Hyderabad",6/17/2024,FALSE,10,0.18,,3732,,4501,,"17.440553, 78.389713",,"Housing , Square Yards",,,,,,"Amenities:-
• 24X7 Water Supply
• Closed Car Parking
• Solid Waste Management And Disposal
• Fire Sprinklers
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Sewage Treatment Plant
• Electrification(Transformer, Solar Energy etc)","Q:How much has the project appreciated over the years?
A:Project price has appreciated by 1.81% in last 1 year

Q:Does the project have parking space?
A:Yes",,,,,,,,,,,,,
Devarakonda Classic,P02200004186,Devarakonda Classic,RTM,Apartment,"Survey No. 612 To 619, Plot No. Of Site. 1, At Kapra, Hyderabad",11/1/2024,TRUE,10,0.09,2BHK,1077,,,,"17.496365, 78.545938",,Housing,,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Solid Waste Management And Disposal
• Gated Community
• Water Conservation, Rain water Harvesting
• 24x7 Security
• Electrical meter Room
• Sewage Treatment Plant
• Electrification(Transformer, Solar Energy","Q:Is this a purely residential area?
A:Yes

Q:Is parking available?
A:Yes, Parking facility is provided in Devarakonda Classic",,,,,,,,,,,,,
Sri Skyline Constructions,P02400003758,Sri Skyline Darshan Castle,RTM,Apartment,"Survey No. 100 Part, Plot No. Of Site 29,30 And 31 North Part, At Balaji Nagar, Hayathnagar, South Hyderabad, Hyderabad",2/1/2027,TRUE,10,0.09,"2BHK , 3BHK",1250,1560,,,"17.328445, 78.608544",,"Housing , Square Yards",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Gated Community
• Storm Water Drains
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Sewage Treatment Plant
• Electrification(Transformer, Solar Energy etc)","Q:What is the rera registration number of the project?
A:The project is registered on RERA and RERA ID for the project is P02400003758.

Q:Is there parking facility for the residents of the building?
A:Yes",,,,,,,,,,,,,
Devarakonda Builders And Developers,P02200003327,Devarakonda Castle,RTM,Apartment,"Kapra, Hi Tension Road, Hyderabad",5/1/2023,FALSE,10,0.1,"3BHK , 2BHK",1228,1782,,,"17.488068, 78.554186",,Housing,,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment","Q:What is the rera registration number of the project?
A:The project is registered on RERA and RERA ID for the project is P02200003327.

Q:Is parking available?
A:Yes",,,,,,,,,,,,,
Laxmi White House Handloom Textile Complex,P02400002370,Laxmi White House Handloom Textile Complex,RTM,Commercial,"Doctors Colony, Saroornagar, Hyderabad",10/15/2025,FALSE,315,1.3,,532,,5075,,"17.357842, 78.544773",,"Housing , Square Yards",,,,,,"Amenities:-
• 24X7 Water Supply
• Closed Car Parking
• Meter Room
• Storm Water Drains
• Landscaping & Tree Planting
• Water Conservation,","Q:How much has the price appreciation has the project seen over the years since it's launch?
A:Project price has appreciated by 1.68% in last 1 year

Q:Is parking available?
A:Yes",,,,,,,,,,,,,
Pagadala Arya,P02200004027,Pagadala Constructions,RTM,Apartment,"Bowrampet, North Hyderabad, Hyderabad",11/1/2024,FALSE,30,0.4,"2BHK , 3BHK",986,1363,4600,,"17.545380, 78.395161",https://drive.google.com/file/d/18L4NGUBvm6glVem-3SRUNwi1obQwljm3/view?usp=drive_link,Housing,,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Fire Sprinklers
• Water Conservation, Rain water Harvesting
• Energy management
• Electrical meter Room
• Power Backup
• Sewage Treatment Plant","Q:How much has the project appreciated over the years?
A:Project price has appreciated by 5.82% in last 1 year

Q:Does the project have a backup generator?
A:Yes, power backup is available.",,,,,,,,,,,,,
Sai Deetya Developers,P02500003009,Sai Deetya S Pearl Residency,RTM,Apartment,"New Malakpet, Saidabad, South Hyderabad, Hyderabad",10/1/2026,FALSE,10,0.12,3BHK,1330,,4600,,"17.357507, 78.511523",,"Housing , Square Yards",,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Open Car Parking
• Storm Water Drains
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment Plant","Q:What is the rera registration number of the project?
A:The project is registered on RERA and RERA ID for the project is P02500003009.

Q:Does the project have parking space?
A:Yes",,,,,,,,,,,,,
Subishi Engineers,P02200005398,Subishi Nest Residences,RTM,Apartment,"Medchal, North Hyderabad, Secunderabad",12/1/2025,FALSE,164,2,"2BHK , 3BHK",1215,2710,6000,,"17.593159, 78.491148",https://drive.google.com/file/d/1wv0rjclyD_BJZOTPpcFTC7Bvg5Z4ZpIE/view?usp=drive_link,"Housing , Website",,,,,,"Amenities:-
• Waiting Lounge
• Security Cabin
• Yoga / Meditation Area
• Cricket Pitch
• Bar/Chill-out Lounge
• Swimming Pool
• Visitor Parking
• Lift(s)
• Aerobics Room
• Mini Theatre
• Gymnasium
• Jogging Track
• Multipurpose Hall
• Basketball Court
• Indoor Games
• Reception/Waiting Room
• Banquet Hall
• Internal Roads & Footpaths
• Power Backup
• Club House
• Intercom","Q:Does the society have a walking or jogging area?
A:Yes, the society has a jogging track",,,,+91 89 5888 5000,,,,,,,,,
Om Sree Builders & Developers LLP,P02200002234,Om Sree Heights,RTM,Apartment,"Yapral, Hyderabad",,,620,10,3BHK,2010,6667,,,"17.522628, 78.541492",,Square Yards,,,,,,"Amenities:-
• Power Backup
• Treated Water Supply
• Multi-level Parking
• Lift
• Kids' Play Areas / Sand Pits
• 24 x 7 Security","Q] Is Om Sree Heights a good place to live?
A] Om Sree Heights is one of the best projects in Yapral to live in. With great transportation connectivity and impeccable modern amenities, this project will delight you in every way. Most of the offices and shopping complexes are also located nearby.
Q] What is the address of Om Sree Heights?
A] The address of Om Sree Heights is Om Sree Heights, Yapral, Hyderabad",,,,+91 8882 44 55 66,,,,,,,,,
Om Sri Builders And Developers,P02200003034,Om Sri Pearl,UC,Apartment,"Dundigal Gandimaisamma, Kompally, North Hyderabad, Hyderabad",12/1/2026,FALSE,30,0.35,"2BHK , 3BHK",1152,1884,4000,,"17.535054, 78.480341",,Housing,,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment Plant","Q] Where is Om Sri Pearl located?
A] The Om Sri Pearl is located in Dundigal Gandimaisamma, Kompally. View all Projects in Kompally",,,,,,,,,,,,,
Amanteja Developers,P02500001957,Amanteja B N Reddy Enclave,UC,Apartment,"Brindavan Colony, Saroor Nagar, South Hyderabad, Hyderabad Price on Request Contact Developer",3/1/2026,FALSE,47,0.59,"2BHK , 3BHK , 4BHK",1061,2251,,,"17.351525, 78.534170",,Housing,,,,,,"Amenities:-
• Closed Car Parking
• 24X7 Water Supply
• Solid Waste Management And Disposal
• Storm Water Drains
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Fire Fighting System","Q:Is the project having a registered RERA number?
A:The project is registered on RERA and RERA ID for the project is P02500001957.

Q:Is parking available?
A:Yes",,,,,,,,,,,,,
K K Constructions,P02200003274,KK Venkata Saraswathi Heights,UC,Apartment,"Medchal, North Hyderabad, Hyderabad",10/1/2026,FALSE,20,0.17,2BHK,1150,,3500,,"17.516543, 78.397596",,"Square Yards , Housing",,,,,,"Amenities:-
• 24X7 Water Supply
• Closed Car Parking
• Open Car Parking
• Sub-Station
• Receiving Station
• Energy management
• Electrical meter Room
• Fire Fighting System
• Sewage Treatment Plant","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:Does the project have RERA registration and number?
A:The project is registered on RERA and RERA ID for the project is P02200003274.",,,,,,,,,,,,,
Gar Buildes,P02200002704,Gar 71 Liberty Place,RTM,Apartment,"Uppal Bhagat, Uppal, East Hyderabad, Hyderabad",9/1/2025,FALSE,5,0.2,1BHK,349,,6500,,"17.385680, 78.553927",,"Housing , Square Yards",,,,,,• Electrical meter Room,"Q:Is the project having a registered RERA number?
A:The project is registered on RERA and RERA ID for the project is P02200002704.

Q:What is the total carpet area of units in the project?
A:Carpet area of 1 BHK flat starts from 349.23 sqft.",,,,,,,,,,,,,
JJR Infra Developers,P02400005230,JJR Orchard,RTM,Plot,"Kadthal, South Hyderabad, Hyderabad",5/1/2024,TRUE,265,20,Plot,1320,5880,,,"16.986295, 78.501153",,"Housing , Square Yards",,,,,,"• Children's Play Area
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Gymnasium
• Fire Fighting System
• Car Parking
• 24X7 Water Supply
• Street Lighting
• Gated Community
• Internal Roads & Footpaths
• Rain Water Harvesting
• Electrical meter Room
• 24x7 Security
• Sewage Treatment Plant
• Power Backup
• Club House","Q:Is this a purely residential area?
A:Yes

Q:Has the project seen appreciation in price value?
A:Project price has appreciated by 15.04% in last 1 year",,,,,,,,,,,,,
Green Leaf Projects And Others,P02000003338,Green Leaf Anantharam,RTM,Plot,"Anantharam, Bhongir, Bhuvanagiri, East Hyderabad, Hyderabad",7/1/2024,FALSE,101,6.31,Plot,1499,2894,,,"17.513119, 78.885903",,"Housing , Square Yards",,,,,,"• 24X7 Water Supply
• Storm Water Drains
• Landscaping & Tree Planting
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Energy management","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:Does the project have RERA registration and number?
A:The project is registered on RERA and RERA ID for the project is P02000003338.",,,,,,,,,,,,,
Saudha Infra,"P02200003251,P02200003229,P02200004906",Saudha Pride,RTM,Apartment,"Seshadri Nagar, Kukatpally, North Hyderabad, Hyderabad",3/1/2027,FALSE,55,0.16,"2BHK , 3BHK",1110,1410,7400,,"17.475051, 78.400980",,"Square Yards , Housing",,,,,,"• 24X7 Water Supply
• Solid Waste Management And Disposal
• Water Conservation, Rain water Harvesting
• Energy management
• Electrical meter Room","Q] Where is Saudha Pride Phase 3 located?
A] The Saudha Pride Phase 3 is located in Seshadri Nagar, Kukatpally.",,,,,,,,,,,,,
Legado Ventures LLP,"P01100003676, P01100004181",Legado Mahidhara City,RTM,Plot,"Peeranchuruvu, Hyderabad",,FALSE,100,8,Plot,1549,3514,4900,,"17.501592, 78.220119",,Square Yards,,,,,,"• 24 x 7 Security 
• Large Green Area
• 24*7 Water Supply",,,,,,,,,,,,,,
Sadasiva Infra Developers And Others,P02400005208,Sadasiva Enclave,RTM,Plot,"Survey No. 403, 404 & 405, At Taramatipet, East Hyderabad, Hyderabad",9/1/2025,FALSE,113,9.05,Plot,1667,4139,,,"17.356170, 78.678204",,"Housing , Square Yards",,,,,,"• Closed Car Parking
• 24X7 Water Supply
• Street Lighting
• Storm Water Drains
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment Plant
• Electrification(Transformer, Solar Energy etc)","Q:Has the area seen appreciation over the years and by what rate?
A:Prices in Taramatipet has increased by -1.42% in last 1 year

Q:Does the project have parking space?
A:Yes, Parking facility is provided in Sadasiva Enclave",,,,,,,,,,,,,
Go Green Infra Projects,P01300003547,Go Green Grand,UC,Apartment,"Siddipet, Hyderabad",12/1/2028,,98,1.25,"2BHK , 3BHK",1066,1546,3600,,"18.079591, 78.856287",https://drive.google.com/file/d/12gNbYTEDv9gCzjfXmv5hNIzlseLIh3YG/view?usp=drive_link,"Square Yards , Housing",,,,,,"• Children's Play Area
• Entrance Lobby
• Swimming Pool
• Lift(s)
• Party Hall
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Gymnasium
• Fire Fighting System
• Community Buildings
• Car Parking
• 24X7 Water Supply
• Senior Citizen Siteout
• Indoor Games
• Cycling & Jogging Track
• Storm Water Drains
• 24x7 Security
• Electrical meter Room
• Power Backup
• Sewage Treatment Plant
• Club House","Q:Is the project having a registered RERA number?
A:The project is registered on RERA and RERA ID for the project is P01300003547.

Q:Is there a pool?
A:Yes",,,,,,,,,,,,,
Sahasra Builders,P02200005650,Sahasra Annika Residency,RTM,Apartment,"Korremula, Pocharam, East Hyderabad, Hyderabad",12/1/2023,FALSE,25,0.22,2BHK,894,1100,,,"17.405406, 78.668501",,"Square Yards , Housing",,,,,,"• Car Parking
• Closed Car Parking
• Open Car Parking
• Storm Water Drains
• Water Conservation, Rain water Harvesting
• Electrical meter Room
• Sewage Treatment","Q:Has the area seen appreciation over the years and by what rate?
A:Prices in Korremula has increased by % in last 1 year

Q:Is there parking facility for the residents of the building?
A:Yes, Parking facility is provided in Sahasra Annika Residency",,,,,,,,,,,,,
Hari Hara Infra,P02200003538,Hari Hara Himagiri,RTM,Apartment,"TS No 143/A, Bachupally, North Hyderabad, Hyderabad",8/1/2023,,72,0.75,"2BHK , 3BHK",1292,1916,9000,,"17.537731, 78.388193",,Housing,,,,,,"• Children's Play Area
• Recreation Facilities
• Swimming Pool
• Fire Sprinklers
• Lift(s)
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• Gymnasium
• Fire Fighting System
• Car Parking
• 24X7 Water Supply
• Street Lighting
• Rain Water Harvesting
• 24x7 Security
• Power Backup
• Club House","Q:What are the minimum to maximum rental rates in the area?
A:Locality price has appreciated by 4.76% in last 1 year

Q:What is the rera registration number of the project?
A:The project is registered on RERA and RERA ID for the project is P02200003538.",,,,,,,,,,,,,
Boppana Constructions (P) LTD,P02200003155,Boppanas Senate,New,Apartment,"Mithila Nagar, Gajula Ramaram, North Hyderabad, Hyderabad",4/1/2027,FALSE,15,0.16,"2BHK , 3BHK",894,1279,5000,,"17.524379, 78.398740",,Housing,,,,,,"• 24X7 Water Supply
• Rain Water Harvesting
• Electrical meter Room
• Fire Fighting System","Q:Is this a purely residential area?
A:Yes

Q:Does the project have RERA registration and number?
A:The project is registered on RERA and RERA ID for the project is P02200003155.",,,,,,,,,,,,,
Pagadala Constructions,P02200003105,Pagadala S Amra,RTM,Apartment,"Bowrampet, Dundigal,, North Hyderabad, Hyderabad",8/1/2026,,15,0.23,"2BHK , 3BHK",789,1055,4800,,"17.545213, 78.394033",https://drive.google.com/file/d/1MGbcpe59Dg6GzJ2UnfEWCC-LZNOw2GDs/view?usp=drive_link,"Square Yards , Housing",,,,,,"• 24X7 Water Supply
• Solid Waste Management And Disposal
• Vastu Compliant
• Lift(s)
• Landscaping & Tree Planting
• Rain Water Harvesting
• 24x7 Security
• 24x7 CCTV Surveillance
• Power Backup
• Reserved Parking
• Intercom","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:Does the project have RERA registration and number?
A:The project is registered on RERA and RERA ID for the project is P02200003105.",,,,,,,,,,,,,
R R Green City,P02400004824,Green Bolder,RTM,Plot,"Survey No. 89/p, At Kadthal, South Hyderabad, Hyderabad",11/1/2025,TRUE,100,14.99,Plot,280,778,20000,,"16.989134, 78.512490",https://drive.google.com/file/d/1Un_DCSXFlGWzz8Q-9CZznTWXE4oKkWEP/view?usp=drive_link,"Housing , Square Yards",,,,,,"• Children's Play Area
• Yoga / Meditation Area
• Gazebo
• Swimming Pool
• Landscaping & Tree Planting
• Water Conservation, Rain water Harvesting
• 24x7 CCTV Surveillance
• Kid's Pool
• 24X7 Water Supply
• Basketball Court
• Street Lighting
• Gated Community
• Cycling & Jogging Track
• Internal Roads & Footpaths
• 24x7 Security","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:How much has the project appreciated over the years?
A:Project price has appreciated by 30.22% in last 1 year",,,,,,,,,,,,,
Nithya Constructions,P02200004377,Nithya Aum,UC,Apartment,"Pocharam, South Hyderabad, Hyderabad",10/1/2027,,132,1.34,"2BHK , 3BHK",1150,1224,5000,,"17.418454, 78.638876",https://drive.google.com/file/d/1qHJ08YNrkGY_j3z3hk8tmobTd1mrZXDX/view?usp=drive_link,"Square Yards , Housing",,,,,,"• Community Buildings
• Closed Car Parking
• 24X7 Water Supply
• Recreation Facilities
• Storm Water Drains
• Internal Roads & Footpaths
• Water Conservation, Rain water Harvesting
• Footpaths/Pedestrian
• Energy management
• Electrical meter Room","Q:Is it a residential development alone?
A:Yes, this is purely a residential project

Q:Is parking available?
A:Yes",,,,,,,,,,,,,
